Unique ID,Post,Labels Set
1264,दिल्ली के मुख्यमंत्री भाई @ArvindKejriwal जी को कल 7 जून दोपहर से बुख़ार और गले में दर्द की शिकायत है उन्होंने डाक्टरों की सलाह पर खुद को घर में Isolation में रखा है कल 9 जून को उनका कोरोना टेस्ट होगा प्रभु से प्रार्थना है उन्हें जल्द स्वस्थ करें।,non-hostile
761,"अल्फ़ा टौरी के पियरे गैस्‍ली ने 2020 का इटालियन ग्रां प्री रेसिंग का खिताब जीत लिया। मैकलारेन के कार्लोस सैंज दूसरे स्थान पर रहे। रेसिंग प्वाइंट के लांस स्ट्रॉल ने तीसरा स्थान हासिल किया। 

#ItalianGP | #ItalianGrandPrix https://t.co/Dg7Q6lFLF8",non-hostile
527,"फारुख अब्दुल्ला ने कहा कि हम किसी की कठपुतली नहीं हैं. उनका बयान तब आया, जब हाल ही में पाकिस्तान ने जम्मू-कश्मीर की राजनीतिक पार्टियों के उस संयुक्त बयान की तारीफ की थी, जिसमें अनुच्छेद 370 को हटाने के खिलाफ लड़ने की बात कही गई थी.

https://t.co/xhlPoxjp3X",non-hostile
1907,"वाइस एडमिरल एसआर सरमा,एवीएसएम,वीएसएम ने सामग्री,भारतीय नौसेना के प्रमुख के रूप में कार्यभार संभाला https://t.co/APBpx6uONd https://t.co/0XKh6CYQAv",non-hostile
4043,"अपने परमाणु हथियारों के जखीरे को दोगुनी कर रहा चीन, निशाने पर हैं ये देश 
 https://t.co/KU3F1vP7tg via @NavbharatTimes",non-hostile
3824,"अल्लाह ने तय कर दिया है की इन ज़ालिमों का ख़ात्मा होगा ..हम शरिया बनेंगे ..कहीं न कहीं से शुरुआत तो होती ही है .."" पात्रा ने दावा किया कि खान ने ये बातें कही है। उन्होंने आगे यह भी कहा, अब ज़रा आप भी सोचिए ..सब अल्लाह ही तय करेंगे या आप भी कुछ तय करेंगे? आप शरिया बनना चाहतें है या नहीं??",fake
4139,@BBCHindi आप सब समझते हैं बिना पुलिस के सहयोग से दंगा नहीं भड़क सकती यह मेरी तजुर्बा है 28 साल की उम्र की क्या मैं अपने तजुर्बा पर यकीन कर सकती हूं मैं समाज में रही हूं समाज की हर बुराई को देखी हूं उसके पीछे पुलिस की सहयोग जरूर होती है उस बुराई को कराने में,"hate,offensive"
3819,"RT @Poojameena110: किसको-किसको लगता है कि राहुल गाँधी का नारा ""चौकीदार चोर है"" बिल्कुल सही था !!
🙏😂👍👍",offensive
542,"मैं नोटबंदी से लेकर तमाम गलत निर्णय पर चुप था। जिस दिन मैंने सरकार की पोल खोलदी, मुझे हटाने की धमकी देने लगे।

आये दिन इस तरह के क्वोट वायरल होते रहते है , इनसे हमारा कोई लेना देना नहीं है

",fake
4301,"Realme C11 को खरीदने का मौका आज... 

https://t.co/kTM03Dp5st",non-hostile
5570,"मोदी को अपना घर भरना होता तो वह 13 साल गुजरात का सीएम रह कर भर लेता। उसे कुर्सी से नहीं सिर्फ अपने देश से प्रेम है।
मोदी के लिए प्रचार करती एक अमरीकी महिला की तस्वीर हो रही है सोशल मीडिया पर वायरल


",fake
469,यह उत्तर कोरिया के तानाशाह किम जोंग उन के फ्यूनरल का फुटेज है,fake
2594,"कौन कह रहा है प्रदेश में भर्ती प्रकिया रुकी है?? हो तो रही है कॉंग्रेस से बीजेपी में भर्ती..शायद इसलिए ही चुना था हमने इन्हें..
और जो रोजगार मांगता हैं उन्हें ये लाठी देते हैं और गिरफ्तार करते है. ",hate
4165,"#BREAKING #SushantSinghRajputDeathCase 

सुशांत सिंह राजपूत केसः पूछताछ के लिए रिया चक्रवर्ती और उनके भाई शौविक चक्रवर्ती डीआरडीओ गेस्ट हाउस पहुंचे। 
https://t.co/Zn4lWf5MEY https://t.co/K1FO7wIt2i",non-hostile
3032,"फैसला आते ही डोनाल्ड ट्रम्प ने वाइट हाउस पर चढकर देशी कट्टे से हवाई फायर करते हुये ""जय श्री राम"" का नारा लगाया और वाइट हाउस को भगवा रंग करवाने का किया वादा और नाम बदलकर भगवाघर करने का लिया फैसला।","defamation,fake"
244,@SrBachchan बुड्ढे कमीनी सदी का महानायक नहीं तुम मान नालायक है तेरी शक्ल से भी नफरत है कब्र पर जाकर बैठ जा,offensive
3580,भारत को चीन के साथ व्यापार नीतियां सख़्त करनी चाहिए: पीएम की आर्थिक सलाहकार https://t.co/CzQQLgqCXi,non-hostile
2833,"रिया के वकील बोले, 'अगर किसी को प्यार करना सजा, तो वो गिरफ्तारी के लिए तैयार' 
https://t.co/E27IVTwR1w",non-hostile
5450,"कानपुर के चर्चित बिकरू कांड से जुड़ा एक और ऑडियो सामने आया है

#VikasDubey @Uppolice 

https://t.co/pe4HUUv3ol",non-hostile
3473,एम.एस.एम.ई. मंत्री नितिन गडकरी ने भिवाड़ी में प्रौद्योगिकी केंद्र का उद्घाटन किया https://t.co/S8Vudza1Yz,non-hostile
600,"लगातार तीसरे दिन महंगा हुआ सोना वायदा, चांदी में भी उछाल
#goldprice #goldrate #silver #gold #silverprice #MCX 
https://t.co/jVRla9JSkS",non-hostile
138,"अनुच्छेद 370 की लड़ाई में पाक के समर्थन पर बोले फ़ारूक़ अब्दुल्ला: किसी के हाथों की कठपुतली नहीं

#JammuKashmir #Article370 #Pakistan #FarooqAbdullah #जम्मूकश्मीर #अनुच्छेद370 #पाकिस्तान #फारूकअब्दुल्ला

https://t.co/0Z2h3HEPxD",non-hostile
1316,"स्वतंत्रता दिवस के शुभ अवसर पर आदरणीय PM श्री @narendramodi जी का संदेश, 'नए भारत' के निर्माण का परिपथ है।

इस नए भारत के लिए असंभव कुछ भी नहीं और इसके लिए आपदा भी अवसर है।

मोदी जी का 'नया भारत' अपने कौशल के बल पर विश्व का मार्गदर्शन करेगा।

यह नया भारत 'आत्मनिर्भर भारत' है!",non-hostile
4893,"दिल्ली के हजारों फैक्ट्री मालिकों को मिलेगी ब्याज दरों में छूट, AAP सरकार ने किया एलान

https://t.co/cNEN1AlMQz",non-hostile
2181,"IPL 2020 : सभी टीमों ने शुरू की प्रैक्टिस, रोहित शर्मा और ऋषभ पंत दिखे फॉर्म में 
 https://t.co/XtbWa7EiIZ",non-hostile
2129,कहा जाता है कि एक फोटो हजारों शब्दों के बराबर होती है। यह एक लाख की कीमत की है। मुझे नहीं पता किसने इसे क्लिक किया लेकिन 2020 के हर पहलू को एक ही फ्रेम में कैप्चर करने के लिए फोटोग्राफर पुरस्कार का हकदार है। इतिहास इस तरह के चित्रों से बना है।',fake
3178,"सच्चाई सबके सामने है लेकिन महाराष्ट्र सरकार किसी को बचाना चाहती है।

बताओ कौन..??",hate
4855,"#Lucknow बाइक सवार युवकों ने युवती से की छेड़खानी, मनचले युवकों ने गाड़ी में की तोड़फोड़, बैंक की महिला सहकर्मी को छोड़ने जा रहा था, शोहदों की बाइक निकली SSP एसटीएफ के नाम. @lkopolice @LkoCp @Uppolice #policemedianews",non-hostile
4638,@SaraSharda दिल्ली का CM कमीना है पर इसमें टीम की क्या गलती वैसे अपना जोधपुर वाला लड़का उधर ही है 😋,offensive
5116,जिसका डर था वही हुआ। आन्ध्र प्रदेश का तिरूपति बालाजी मन्दिर अब ईसाई चेयरमेन के हवाले। मंदिर के नए चेयरमैन आंध्र प्रदेश के मुख्यमंत्री जगनमोहन रेड्डी के अंकल है जो एक ईसाई धर्म प्रचारक हैं। अब सवाल ये उठता है कि क्या यह हिन्दुओं की भावनाओं के साथ खिलवाड़ नहीं है।,hate
1411,लॉकडाउन में कितने प्रवासी मजदूरों की जान गई? सरकार बोली- हमारे पास कोई रिकॉर्ड नहीं तो फिर आंकड़ा किसके पास जब तुम्हें आंकडे पता नहीं तो सत्ता में क्यों,"defamation,fake"
1400,"राजधानी दिल्ली के मोरी गेट में अचानक हुई ताबड़तोड़ फायरिंग से घबराए लोग , पुलिस को घटना स्थल से फायरिंग के निशान और खोखे मिले हैं
@pramodsharma29 
https://t.co/8aLenng0JU",non-hostile
4262,"ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..!

",fake
4345,"ALERT: भारत में 36 लाख से ज़्यादा हुए कोरोना मामले, 65 हज़ार से ज़्यादा मौतें https://t.co/ZYP5aquWHi",non-hostile
1332,#DNA NONSTOPNEWS : फेसबुक इंडिया पर कानून मंत्री का आरोप https://t.co/emzh9qZE8W,non-hostile
2018,"@जय श्री राम
सनातनी भाई बहनों@ घड़ी nirma और@ luks साबुन का add @मूर्ख महानायक@ कमीनी कपूर करती हैं इसका बहिष्कार करो
@narendramodi 
@sambitswaraj
@Sanjeev30301362 
@myogiadityanath 
@sudhirchaudhary 
@MeArnabGoswami 
@manunick_0315 
@BhaavnaArora 
@KuldeepHindu10 
@PushpendraKul",offensive
4543,"मै बीजेपी सपोर्टर हु मगर हमारे स्टेट गुजरात मे जिस तरह से सरकार सो रही है उनको निंद मे से जागना ज्यादा आवश्यक होगा।गुजरात राज्य के ज्यादातर #road इतने बेकार है की आपको मॉनसून मे मुसाफरी करना लोहे के चने चबाने जैसा होता है। 
#ભાંગીનાખ્યા 
@vijayrupanibjp
 
@CRPaatil",fake
2483,"शाओमी आज लॉन्च करेगी Mi TV Horizon Edition, मिल सकते हैं ये दमदार फीचर
https://t.co/dlarMKma8s https://t.co/6jlEJVSZP3",non-hostile
1275,"डॉ कफील खान, जिन्हें नागरिकता संशोधन अधिनियम के विरुद्ध कथित भड़काऊ भाषण देने के चलते 29 जनवरी को भारतीय दंड संहिता के सेक्शन 153-A के अंतर्गत गिरफ्तार कर लिया गया था, को रिहा कर दिया गया है |
",fake
1359,"वॉयस इन चाइनीज मैंडरिन अनुवाद !!! यह चीन में एक रेस्तरां है, मानव ने अब मानव शिशुओं को खाना शुरू कर दिया है, मानव शिशु सूप परोसने वाले दो रेस्तरां हैं, यह एक 5 से 6 है महीने का बच्चा।",fake
1214,"कॉल मी ...मैं अभी फ्री हूँ

",fake
514,"अनलॉक-4 के दिशानिर्देश जारी; फिलहाल स्कूल-कॉलेज रहेंगे बंद, 7 सितंबर से चलेगी मेट्रो
https://t.co/W3bLotVQQ3",non-hostile
1330,"सभी को शुभसंध्या। कृपया अगर ब्रिटेन में, विशेष रूप से लंदन में आपके रिश्तेदार और मित्र हैं, तो कृपया उन्हें रेलवे स्टेशनों पर सावधान रहने के लिए सूचित करें। लंदन में कोई लोगों को ट्रेन की पटरियों पर धक्का दे रहा है।

",fake
785,अजीत डोभाल ने चीनी सेना के भारतीय सीमा में प्रवेश की बात स्वीकारी है।,fake
1154,"विकास दुबे के खजांची जय बाजपेयी की संपत्ति जब्त, पत्नी बोली-हमे फंसाया गया है

#JaiBajpai #VikasDubey 

https://t.co/XowTtiHRZS",non-hostile
683,"ठेके खुलते ही बीजेपी नेत्री का पहला रुझान आया धन्यवाद मोड़ी जी ठेके खुलवाने के लिए |
",fake
2151,"चीफ जस्टिस की कोशिश लाई रंग, 15 वर्ष बाद परिजनों से मिलेंगी पार्वती, जानें क्‍या है पूरी कहानी
#chhattisgarhnews #ChhattisgarhHighCourt
#MissingWomenMeetFamily
https://t.co/f7j161yizM",non-hostile
4531,"कांग्रेस ने बिहार चुनाव के लिए बनाई स्क्रीनिंग कमेटी, अविनाश पांडे होंगे अध्यक्ष

#BiharElections #Congress 

https://t.co/q9dIZOdWhS",non-hostile
2123,पूर्व राष्ट्रपति प्रणब मुखर्जी के निधन पर पीएम मोदी ने जताया दुख https://t.co/6NvYp1cjn1,non-hostile
4674," कल एक तब्लीगी मिला था, हमने कहा सिंध बलूच POK और चीन में हमारे मुस्लिम भाईयों पर अत्याचार हो रहा है, बस गुस्से में बचपन की दोस्ती तोड़ कर चला गया 🤔",offensive
3982,आज नींद नही आ रही अभी तक खाना नही खाया पता नही कब लाएगी कमीनी😐😐,offensive
1269,@sambitswaraj ठाकरे तो बस एक ही था अब तो बस ठीकरों की सरकार है।,hate
1253,"आज का सवाल ❓

क्या भारत कांग्रेस मुक्त हो जाना चाहिए 🤔??",hate
3279,"गरीबों को सस्ते में मिलेगा किराए पर मकान, सरकार ने की यह व्यवस्था
https://t.co/LuSXt79ZGu via @NavbharatTimes",non-hostile
1335,"यूनिसेफ दुनिया में कोविड-19 टीकों की खरीद और आपूर्ति का नेतृत्व करेगा 
https://t.co/EmFnvUBYUs",non-hostile
3375,"15 लाख रूपये महीने की तनख्वाह पर एक लेडी मेकअप आर्टिस्ट के हाथो सज धज कर रोने निकले नौटंकीबाज।

",fake
2815,"चीन में उइगर मुसलमानों पर कितना अत्याचार हो रहा है, दुनियाँ और भारत के किसी भी मुसलमानों से नहीं छिपा हुआ है । लेकिन मैंने आजतक हिंदुस्तान के किसी भी मुस्लिम  भाइयों को चीनी दूतावास के सामने उइगर मुसलमानों पर हो रहे अत्याचार के खिलाफ  प्रदर्शन करते हुए नहीं देखा ।",hate
4720,"ज़ुल्म के सरे हुनर हम पर यूं आजमाएं गए....

ज़ुल्म भी हमने सहा और ज़ालिम भी हम ही कहलाए गए..!!",defamation
817,"World Cup 2019: टीम इंडिया की हार पर खुश हुए वकास यूनिस ने किया ऐसा ट्वीट
https://t.co/WnvYd4Ztos",non-hostile
1849,"‘डायबसिटी’एक खास मेडिकल टर्म है जो मोटापे से लिंक डायबिटीज के लिए प्रयुक्‍त होती है। दुर्भाग्‍य से भारत में युवा महिलाओं में भी इसका जोखिम बढ़ता जा रहा है।

#selfcare #healthshots 
https://t.co/G70T8KdYqm",non-hostile
4859,"अगर आपसे हो गई है ये बड़ी गलती, तो इस आसान तरीके से आपको वापस मिल जाएगी अपनी रकम  
#Business 
https://t.co/aW6Cx56VP9",non-hostile
3038,"#ReportForSSR | जो लोग खुद को बेगुनाह कह रहे, वो सवालों से डर क्यों रहे हैं? जाने इस मुद्दे पर अर्नब की राय https://t.co/vRG1mBBuAh",non-hostile
389,"योगी जी ने न्याय करते समय कभी भी जाति और धर्म नहीं देखा जिसका जैसा अपराध उसको वैसी सजा
योगी राज में अब तक मारे गए 122 अपराधी, हुए कुल 6126 एनकाउंटर, ये योगी जी का सुशासन है,अपराधी तख्ती लगाकर घूम रहे हैं कि हमें बक्श दो,पहले अपराधियों को खुली छूट मिलती थी।",hate
236,#UttarPradesh : #Agra के सिकंदरा इलाके में एक केमिकल फैक्ट्री में आग लगी। अब तक किसी के हताहत होने की सूचना नहीं है। https://t.co/MZveCrRppV,non-hostile
1078,@SanjayAzadSln संजय सिंह लोगों के आंख में धूल झोंकना बंद कर केजरीवाल आर एस एस की संघ शाखा की पैदाइश तुम सब फ्रॉड हो तुम सब आर एस एस बीजेपी के हो देश तो समझ गई थी दिल्ली की जनता नहीं समझ पाई यह गलती हुई,defamation
1985,"@msisodia अबे कमिने राज्यसभा में इस तरह के कार्य को गुंडागर्दी कहते है । इसको हम भूलने वाले नहीं है, याद रखेंगे ।",offensive
4364,"केजरीवाल सरकार की एक पहल बचा रही है कोरोना मरीजों की जान।
#DonatePlasmaSaveLives https://t.co/xXa4gSeD0g",non-hostile
3963,मस्जिदों को खाली कराया तो मैदान में उतर जाएंगे। - मौलाना,"fake,hate"
771,"जानिए मौसम का हालः यूपी में हुई हल्की बारिश, दिल्ली में मौसम रहा गर्म

#Weather #Delhi 

https://t.co/zgpE2DWxCr",non-hostile
2166,"मुजफ्फरपुर: प्रशिक्षु महिला एसआई ने लगाया चौकी परिसर में प्रताड़ना का आरोप, जांच शुरू
#Bihar
#Muzaffarpur
#BiharPolice
https://t.co/4ndoJu7XtY",non-hostile
4534,"#Facebook India के पॉलिसी डायरेक्टर को मिली धमकी, दिल्ली पुलिस के साइबर सेल में शिकायत दर्ज कराई  
@NeerajGaur_  

https://t.co/lRhBYR8oDg",non-hostile
674,"पूर्व राष्ट्रपति प्रणब मुखर्जी की शव यात्रा को उनके निवास स्थान, 10 राजाजी मार्ग से लोधी श्मशान तक ले जाया जा रहा है
#PranabMukherjee

https://t.co/Xp1exNyw9J",non-hostile
250,"पांच महीने के बाद आज से पटरी पर दौड़ेगी मेट्रो, मास्क-सोशल डिस्टेंसिंग का रखना होगा ध्यान
https://t.co/Gpd9AK8SS6",non-hostile
570,"न्यू यॉर्क शहर के एक रेस्त्रां को मानव मांस को मीट के रूप में बेचने का लाइसेंस सरकार द्वारा मिल गया है

",fake
1575,चीन विवाद पर रक्षा मंत्रालय में अहम बैठक https://t.co/X2KfuOvubZ,non-hostile
511,"कुछ दिनो के बाद #मोदीजी गायब
#विकास_गायब_है",defamation
3420,"कोरोना देश में: रेल मंत्रालय ने कहा- ज्यादा स्पेशल ट्रेनें चलाने के लिए राज्य सरकारों से सलाह ले रहे हैं, देश में अब तक 36.94 लाख मामले https://t.co/GQIk6Jr4T4 #CoronaUpdatesOnBhaskar COVID 19 @RailMinIndia @PiyushGoyal",non-hostile
2082,"@SaritaNegi19 CAAके समय भी स्पेशल रैली करके लोगो को सम्बोधित करके पीएम ने स्पष्ट किया था।
अभी भी वर्चुअल रैली के जरिए समझाया गया है, कल 5 मंत्रियों की प्रेस कांफ्रेंस भी हुई उसमें भी समझाया गया पर साले चमचों की अम्मा सिर्फ एक बात पर जोर देती है सड़क पर निकलो।","hate,offensive"
1824,"दरअसल ये जो लाशों का ढेर आप देख रहे हैं, यह चीन द्वारा छुपाई गयीं लाशें हैं जो उसने कोरोना संक्रमित होने के बाद हुई मौत के चलते समुद्र में फ़ेंक दी थी जो अब ताइवान हॉंकॉंग सहित समुद्री तट से लगे देशों के किनारों पर आने लगी हैं | उस देश में जिसमे ये लाशें बह कर आ रही हैं, देश खासे परेशान हैं और बेहद चिंतित हैं क्यूंकि लाशों को खाने से जो समुद्री जीव हैं वह भी संक्रमण का शिकार हो सकते हैं और इन लाशों के ढेर अलग अलग देशों के तट पर आने लगे हैं | ये वायरल वीडियो इन दिनों दुनिया में खलबली मचाये हुए है | फ़िलहाल ये किस देश का है इस बात की पुष्टि नहीं हो पाई है | यह वीडियो वायरल है जिसमे कहा गया है की चीन ने जो कोरोना वायरस से संक्रमित लोगो की मौत हुई है उसे समंदर में फ़ेंक दिया और वह पडोसी देशों के किनारों पर इस समय इस तरह से हिचकोलें खाते हुए लहरों के साथ आ रहे हैं जिसे देखकर काफ़ी पीड़ा होती है | चीन को लेकर पहले ही पूरी दुनिया आक्रोशित है और इस तरह की हरकतों से अगर ऐसा चीन वास्तव में कर रहा है तो दुनिया उसको कभी माफ़ नहीं करेगी और उसको ले कर रोष और उत्पन्न हो जाएगा ... वायरल वीडियो में यह दावा किया गया है की ये लाशें चीन द्वारा समुन्द्र में डंप की गई थी जो अब बह कर आस पास के पडोसी देशों में पहुंचने लगी हैं... |

",fake
196,"उन्नाव में मुस्लिम लड़कों को पीटा गया, पुलिस ने कई थानों की फोर्स बुलाई, समझौते के प्रयास जारी
https://t.co/Diji8a9sew",non-hostile
447,"राहुल गांधी जैसा कोई नहीं है ? 

चुनाव में पंडित,कोरोना काल में डॉक्टर,
गलवान घाटी घटना के समय रक्षा विशेषज्ञ,
जब चीन को कड़ा जवाब दिया जा रहा है तो अर्थशास्त्री।🤔😂😂",hate
4545,"इन टॉप फीचर फोन का नहीं है कोई मुकाबला, स्मार्टफोन को देते हैं टक्कर!
#featurephone #technews
https://t.co/JWglrlqLV4",non-hostile
5566,"शहीद भूपेंद्र सिंह चौहान का पार्थिव शरीर आज पहुंचेगा चरखी दादरी, 6 महीने पहले ही बने थे पिता

#MartyrBhupendraSinghChauhan #Charkhi #Dadri 

https://t.co/Bf8PsEG3r0",non-hostile
717,"#IndiaFightsCorona

आइये, बुनियादी सुरक्षात्मक उपायों का पालन करने का अपने आप से वादा करें और दूसरों को भी इसके लिए प्रोत्साहित करें। बदलकर अपना व्यवहार, करें कोरोना पर वार। 

#TogetherAgainstCovid19 https://t.co/JLlSeO5i9C",non-hostile
1577,"#CMYogi का #Ayodhya को विश्व स्तर का विकसित शहर बनाने का प्लान| ABPGanga
https://t.co/KprvDOV496",non-hostile
264,"Vodafone Idea की रिब्रांडिंग, सात बातें जो आपके लिए हैं जरूरी
#vodafoneindia
#vodafone idea
https://t.co/ezYbvQZflw",non-hostile
2049,नई राष्ट्रीय शिक्षा नीति में कृषि से जुड़ी शिक्षा और उसकी प्रैक्टिकल एप्लीकेशन को लेकर अनेक जरूरी रिफॉर्म्स किए गए हैं। https://t.co/cabcpwFuLP,non-hostile
270,"1962 में नेहरू जी ने भारत के पैंगोंग झील चीन को सौंप दिया था, कल मोदी जी के भारत ने वापस छीन लिया।😊
#56"" इंच का दम  #WeSupportIndianArmy
लिंक👇",fake
873,"मुसलमानों को हाथ लगाने से पहले मेरी लाश से गुजरना होगा - नरेन्द्र मोदी
भाई कुछ भी कहो बंदा फेंकता मस्त है... 😂😂😂😂😂😂",offensive
5265,"मध्यप्रदेश की जनता त्रस्त हो चुकी है मंहगी बिजली की मार से।

यहां बिजली कम और बिल ज्यादा आने का श्रेय @ChouhanShivraj जी को ही जाता है।
@ArvindKejriwal @AapKaGopalRai @PankajSinghAAP https://t.co/fxPjE7XxJe",non-hostile
4179,"देखो देखो देखो दुनिया वालों।
अदालत के फैसले की दुहाई कौन दे रही है।

जिसका बाप खुद हुक्मरान रहते हुए सुप्रीम कोर्ट के फैसले को अपने लोले पे रखकर संसद में सबसे बड़े कोर्ट के आदेश की गान मार लिया था 🤣🤣✊💦💦","hate,offensive"
4810,"आप के whatsapp पे जितने भी नंबर एवं ग्रुप हैं एक भी छूटने नही चाहिए, ये वीडियो सबको भेजिए ये वलसाड के RM VM SCHOOL का टीचर है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए ।
",fake
2725,"अयोध्या को सजाने और संवारने में जुटी योगी सरकार, दिखेगा वैदिक और स्मार्ट सिटी का समन्वय

https://t.co/5cvNgtPHVL",non-hostile
21,"एक महिला को स्वास्थ्य कर्मचारियों के साथ रूखे अंदाज़ से पेश आते हुए दिखाया गया है। ये स्वास्थ्य कर्मचारी घर-घर पोलियो वैक्सीन प्रशासन अभियान पर थे।

",fake
1413,"RT @Poojameena110: कुलदीप सिंह सेंगर ने जब एक महिला के पूरे घर को मार दिया था तब कहा थी 
ज्यादा ज्ञान मत बांटो सबको पता है कैसे पहलवान बनी…",offensive
1463,"पहली बार लगा कि उद्धव ठाकरे से केजरी बाल ज्यादा समझदार है... 

उसके ऊपर इतने जूता लात थप्पड़ पडे... मगर किसी का घर नहीं गिराया.👍",hate
1461,"हिन्दी में रचा गया बाल-साहित्य पीढ़ियों से बच्चों और किशोरों के मनोरंजन व ज्ञानवर्धन का साधन रहा है। बाल कथाओं, कविताओं और निबंधों के रूप में सृजित यह साहित्य बाल जगत के लिए संसार की खिड़की है।

#हिन्दी_माह में https://t.co/njnH3OsGng पर क्लिक कर देखें हिन्दी बाल-साहित्य का आकाश। https://t.co/uMfrXnVsH4",non-hostile
1187,"5 महीने बाद आज सुबह लखनऊ मेट्रो ने मुसाफिरों के साथ सफर किया तो कई लोगों ने इस यादगार लम्हे को अपने मोबाइल में कैद किया। आखिर ये कुछ कुछ ज़िन्दगी के भी पटरी पर लौटने जैसा एहसास था। 

#LucknowMetro https://t.co/GFqGBRQmnD",non-hostile
262,"लड़कीयाँ:- हम लड़कों से काम नही है । पुलिस:- तो ये ले … #JNUProtests Me ये पड़ा धोनी का 6 और गेंद स्टेडियम से बाहर।

",fake
1669,"कल ऐसा लग रहा था जैसे अंधभक्तों और सड़कछाप दलालो पर
किसी ने कीड़े मारने वाली दवा का छिड़काव कर दिया हो

सब के सब बिलबिला रहे थे 😄
@Nargis_Ansari73",offensive
2757,#पश्चिम_बंगाल में हूगली के तेलिनीपारा और चंदननगर में हजारों मुसलमानों द्वारा #दलित_हिंदुओं के घरों को जलाया जा रहा है... दलित हिन्दू महिलाएं सड़कों पर आ गयी है..पुलिस #प्रशासन सब मुसलमानों के साथ है.. पूरा #राज्य #मुसलमानों के कब्जे में है,"hate,offensive"
2001,"जेल चली गयी बॉलीवुड की गुड़िया.. 

कौन दिलवाएगा अब बाकी लोगों को पुड़िया😂😂",defamation
4572,योगी जी ने न्याय करते समय कभी भी जाति और धर्म नहीं देखा जिसका जैसा अपराध उसको वैसी सजा!!,offensive
4614,"#ElectionCommission का एलान, तय समय पर होगा बिहार विधानसभा चुनाव

@ReporterAnkitG की रिपोर्ट

https://t.co/zMGwyFw5k0",non-hostile
230,"रवीश कुमार का प्राइम टाइम : #NEETJEE, SSC, Railway के परीक्षार्थियों का आंदोलन | @ravishndtv 
https://t.co/k4VobkzSku",non-hostile
405,"@MuftiWahidSdy @NausheenRaghib1 कोरोना की आड मे मानव अंग तस्करी का बहुत बडा खेल खेला जा रहा हे, जिसमे शासन प्रसासन मीडिया सभी की मीली भगत हो सकती हे",non-hostile
385,"नाबालिक बच्चा अगर पेट के लिए 
काम करें तो वह = बाल अपराध है 
और 
पैसे वाले का बच्चा अगर  सीरियल 
में काम करे तो है= बाल कलाकार है
वाहे रे कानून
🤦🏻‍♀️🤦🏻‍♀️","hate,offensive"
1625,"रिया सुशांत के परिवार पर केस कर सकती हैं, कानूनी कार्यवाही की तैयारी में हैं रिया https://t.co/qdHVrSK6CS",non-hostile
2153,"सुशांत केस में श्रुति मोदी का CBI के सामने खुलासा ' रिया देखती थीं सुशांत का फाइनेंस, वही देती थीं दवाइयां '
#SushantSinghRajputDeathCase 

https://t.co/pOE0cT0WjN",non-hostile
1634,"बिहार के दरभंगा में मशहूर साइकिल गर्ल ज्योति कुमारी के नाम की एक 15 वर्षीय लड़की के साथ बलात्कार किया गया और उसकी हत्या कर दी गई।
मिडिया खामोश क्यों है???",fake
122,"कारोबारी माहौल: उत्तर प्रदेश दूसरे स्थान पर, दस पायदान की छलांग

‘ईज ऑफ डूइंग बिजनेस’ की रैंकिंग में उत्तर प्रदेश ने 10 पायदान छलांग लगाकर दूसरा स्थान प्राप्त किया है। https://t.co/a0oXDwwJia",non-hostile
5581,उपायुक्त आरके सिंह ने महेन्द्रगढ़ जिले के फैजाबाद व खायरा गांवों के खेतों में चल रहे ई-गिरदावरी के कार्य का निरीक्षण किया। इस दौरान उन्होंने पटवारियों द्वारा मैनुअल और टैबलेट के माध्यम से की गई एंट्रियों की जांच की। https://t.co/uHD0aI89qR,non-hostile
4785,"RT @D_Tribal_: जिसके पास सीबीआई, ईडी नहीं होती उसके पास
 जेसीबी होती है! 😁😇 #9Baje9Minute",offensive
1640,"दिल्ली मेट्रो शुरू होने के बाद राजधानी के व्यापारियों की उम्मीदें बढ़ गई हैं।

#Delhi #MetroBackOnTrack #MetroReopening

https://t.co/WtyNeYK3qJ",non-hostile
1243,कंगना रनौत का संजय राउत को जवाब- '9 सितंबर को मुंबई आ रही हूं' https://t.co/UmG5XgTOml,non-hostile
3926,"मुसलमान जहां अल्पसंख्यक होते हैं वह समान अधिकार चाहते हैं। लेकिन जहा वे बहुसंख्यक हो जाते हैं वहां पर अल्पसंख्यक हिन्दुओं से सभी अधिकार छीन लेते हैं। क्या सेक्युलरिज्म का ठेका सिर्फ हिन्दुओं ने ले रखा हैं?

",fake
5337,"आए दिन कश्मीरी नौजवान और बच्चे पैलेट गन की वजह से आंख की रोशनी खो रहे हैं.. 
इसका जिम्मेदार कौन?",offensive
4159,@narendramodi देश बेचने नहीं देंगे हमारे युवा छात्र बस उनको सही जानकारी एक बार हो जाए बीजेपी की कल्याण हो जाएगी रेलवे की निजी करण के खिलाफ छात्र का आक्रोश https://t.co/cYoHn3Ygdz देश के युवा छात्र को पता चलने लगी है यह देश बेचने  नहीं दूंगा सारी देश बेच दी धीरे धीरे कर युवा छात्र जाग गए,hate
